,value,value_pair,count
0,၌,နေရာ,40
1,၌,နေ့,29
2,၌,အတွင်း,25
3,၌,မြို့,23
4,၌,အချိန်,21
5,၌,နိုင်ငံ,20
6,၌,ပွဲ,18
7,၌,ဆေးရုံ,17
8,၌,ခုနှစ်,16
9,၌,ပြိုင်ပွဲ,16
10,၌,ကွင်း,15
11,၌,တရားရုံး,15
12,၌,အစည်းအဝေး,15
13,၌,ပြည်နယ်,14
14,၌,နာရီ,13
