,value,value_pair,count
2859,မှာ,သရုပ်ပြ,1
2860,မှာ,သြဇာညောင်း,1
2861,မှာ,သွားရောက်,1
2862,မှာ,သွေးဆင်း,1
2863,မှာ,သိပ္ပံနည်းကျ,1
2864,မှာ,သိမ်းပိုက်,1
2865,မှာ,သိရှိ,1
2866,မှာ,သိရှိလာ,1
2867,မှာ,သိသာ,1
2868,မှာ,သို,1
2869,မှာ,သေကြောင်းကြံ,1
2870,မှာ,သဲကွဲ,1
2871,မှာ,ဟောပြော,1
2872,မှာ,အကဲခတ်,1
2873,မှာ,အကဲဖြတ်,1
2874,မှာ,အစပျိုး,1
2875,မှာ,အစပြု,1
2876,မှာ,အဆင့်မြှင့်,1
2877,မှာ,အတွင်းကျ,1
2878,မှာ,အနိုင်ယူ,1
2879,မှာ,အန္တရာယ်ကင်း,1
2880,မှာ,အပြစ်ပုံချ,1
2881,မှာ,အပြုသဘောမဆောင်,1
2882,မှာ,အမှုစစ်,1
2883,မှာ,အမိန့်ပေး,1
2884,မှာ,အရက်သောက်သုံး,1
2885,မှာ,အရွေးခံ,1
2886,မှာ,အရေးအကြီး,1
2887,မှာ,အလှည့်ကျ,1
2888,မှာ,အလားတူ,1
2889,မှာ,အလုပ်လုပ်,1
2890,မှာ,အသက်ရှင်မကျန်ရစ်,1
2891,မှာ,အသားပေး,1
2892,မှာ,အသားပေးဖော်ပြ,1
2893,မှာ,အသိပေး,1
2894,မှာ,အသိမှတ်မပြု,1
2895,မှာ,အသိအမှတ်ပြု,1
2896,မှာ,အသိုက်ဆောက်,1
2897,မှာ,အသုံးမပြု,1
2898,မှာ,အသုံးဝင်,1
2899,မှာ,အံ့အားသင့်,1
2900,မှာ,အံ့ဩ,1
2901,မှာ,အံ့ဩစရာ,1
2902,မှာ,အားဖြည့်,1
2903,မှာ,အာမခံ,1
2904,မှာ,အာသာဖြေ,1
2905,မှာ,အိပ်ပျော်,1
2906,မှာ,အော့အန်,1
2907,မှာ,ဥပဒေပြု,1
2908,မှာ,ဦးစားပေး,1
